XH,TERM_ID,NEXT_TERM_ID,LABEL,LABEL_REASON
pjxrqxbj894,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj949,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj977,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj997,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj989,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj985,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj973,2022-2023-2,2023-2024-1,0,next_term_normal
pjxqqxbj969,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbl905,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbl780,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbk053,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbj933,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbk650,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj463,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj369,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj322,2022-2023-2,2023-2024-1,0,next_term_normal
pjxuqwbj873,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj698,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj604,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbk701,2022-2023-2,2023-2024-1,1,next_term_fail_or_low_average
pjxuqwbj661,2022-2023-2,2023-2024-1,0,next_term_normal
pjwtqxbj998,2022-2023-2,2023-2024-1,0,next_term_normal
pjwtqxbj935,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbj653,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk243,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj792,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj524,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj094,2023-2024-1,2023-2024-2,0,next_term_normal
pjxpqxbj927,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj443,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj790,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj910,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj647,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj578,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj129,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj962,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk302,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk334,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj528,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj915,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj238,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj152,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj595,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk336,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj829,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk898,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj676,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk115,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk682,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk027,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj075,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxkj998,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk717,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj933,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk868,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj089,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj048,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxsqxbj944,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj864,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbj521,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj225,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbj155,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk865,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk007,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk163,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj384,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk444,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk780,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj580,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl794,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj519,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk753,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj058,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk764,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj932,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk713,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk840,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk882,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj878,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj397,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj712,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk926,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxztbj990,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxztbj995,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk634,2023-2024-1,2023-2024-2,0,next_term_normal
pjwrqxbj905,2023-2024-1,2023-2024-2,0,next_term_normal
pjxpqxbj912,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk063,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj237,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj770,2023-2024-1,2023-2024-2,0,next_term_normal
pjxwzxbj990,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj811,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj750,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj460,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk615,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj631,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj468,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj616,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk760,2023-2024-1,2023-2024-2,0,next_term_normal
pjxrqxbj930,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj529,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj588,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbk807,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj980,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbk653,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj731,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk519,2023-2024-1,2023-2024-2,0,next_term_normal
pjwtqxbj930,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk525,2023-2024-1,2023-2024-2,0,next_term_normal
pjxpqxbj932,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj723,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj169,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbk951,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj192,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxxxxbj957,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj638,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj940,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj710,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk537,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj361,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj616,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj391,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj708,2023-2024-1,2023-2024-2,0,next_term_normal
pjxqzxbj967,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj842,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk788,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj103,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxkj981,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk316,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj237,2023-2024-1,2023-2024-2,0,next_term_normal
pjwtqxbj933,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj840,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj788,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj286,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj947,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxbj998,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj591,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj560,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj780,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj831,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxsqxbj862,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj760,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj947,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj986,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxxxxbj922,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj067,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk899,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj417,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj849,2023-2024-1,2023-2024-2,0,next_term_normal
pjxrqxbj942,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk629,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj230,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj117,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk513,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj476,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk684,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk224,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj935,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj867,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxkj978,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxkj991,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxkj997,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk194,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl736,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj776,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk742,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj583,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk067,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj367,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk622,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbl779,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk534,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj619,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk581,2023-2024-1,2023-2024-2,0,next_term_normal
pjxwxxbj983,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk810,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk601,2023-2024-1,2023-2024-2,0,next_term_normal
pjwrqxbj952,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk852,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk816,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj454,2023-2024-1,2023-2024-2,0,next_term_normal
pjwrqxbj890,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj073,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk121,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj873,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj877,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj036,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk918,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbl677,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbj255,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj633,2023-2024-1,2023-2024-2,0,next_term_normal
pjxpqxbj926,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj889,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj803,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk723,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxqzxbj973,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk894,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk657,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj474,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk893,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj496,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk647,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk346,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj628,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj985,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk242,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk445,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj278,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk253,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj252,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk980,2023-2024-1,2023-2024-2,0,next_term_normal
pjxqqxbj983,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk732,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxwxxbj945,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk329,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj888,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj691,2023-2024-1,2023-2024-2,0,next_term_normal
pjxwzxbj997,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj492,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbl727,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk966,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl701,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk902,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj985,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj484,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj165,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk342,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj285,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk479,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj105,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj119,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxsqxbj966,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj772,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj351,2023-2024-1,2023-2024-2,0,next_term_normal
pjxrqxbj969,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk501,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk297,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk338,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj872,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj844,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj706,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk377,2023-2024-1,2023-2024-2,0,next_term_normal
pjxpqxbj920,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxxxbj989,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk870,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxxxbj995,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj088,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk665,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk662,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk486,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj345,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk962,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj002,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk328,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk107,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk042,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk567,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl716,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk697,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj409,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbj754,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk025,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj035,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk965,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj545,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk566,2023-2024-1,2023-2024-2,0,next_term_normal
pjxrqxbj990,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk469,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj857,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj506,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl821,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk520,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk698,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk757,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj403,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbj686,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj828,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj861,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxpqxbj956,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk597,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj820,2023-2024-1,2023-2024-2,0,next_term_normal
pjwtqxbj971,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj245,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj974,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxuqwbj568,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk601,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj365,2023-2024-1,2023-2024-2,0,next_term_normal
pjvyzxbj998,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj100,2023-2024-1,2023-2024-2,0,next_term_normal
pjxqzxbj995,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk661,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj396,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj418,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj159,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk656,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj441,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk218,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj743,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk669,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk080,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqwbj506,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj884,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj927,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj593,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxxxbj911,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxxxbj921,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk686,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj085,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj341,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj565,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj495,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj488,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl919,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj927,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj535,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj893,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj358,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj757,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk131,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl916,2023-2024-1,2023-2024-2,0,next_term_normal
pjxrqxbj891,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj955,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj508,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk611,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk636,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk528,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj334,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk618,2022-2023-2,2023-2024-1,0,next_term_normal
pjxpqxbj956,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbk484,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj579,2022-2023-2,2023-2024-1,1,next_term_fail_or_low_average
pjxyqxbj512,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbj648,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqwbk864,2022-2023-2,2023-2024-1,0,next_term_normal
200307700011,2022-2023-2,2023-2024-1,1,next_term_fail_or_low_average
pjxyqxbj428,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbk022,2022-2023-2,2023-2024-1,0,next_term_normal
pjxyqxbk022,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj796,2023-2024-1,2023-2024-2,0,next_term_normal
pjxwxxbj995,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk910,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj659,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxyqxbk665,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk318,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj023,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk974,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxkj987,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk626,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj862,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk828,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxzxbj995,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk470,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj464,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj520,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk411,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk671,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj293,2023-2024-1,2023-2024-2,0,next_term_normal
pjxpqxbj986,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj337,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk621,2023-2024-1,2023-2024-2,0,next_term_normal
pjxxztbj998,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj800,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk748,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl925,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj996,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj132,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk204,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj979,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj779,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj644,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj589,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj698,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj340,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj315,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk264,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk953,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj787,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk836,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj428,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj405,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj332,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbl780,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk945,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbk847,2023-2024-1,2023-2024-2,0,next_term_normal
pjxuqwbj838,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbk608,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqwbj348,2023-2024-1,2023-2024-2,0,next_term_normal
pjxsqxbj751,2023-2024-1,2023-2024-2,1,next_term_fail_or_low_average
pjxxzxkj979,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj846,2023-2024-1,2023-2024-2,0,next_term_normal
pjxyqxbj410,2023-2024-1,2023-2024-2,0,next_term_normal
