XH,TERM_ID,NEXT_TERM_ID,LABEL,LABEL_SUBTYPE,LABEL_REASON
pjxyqxbl939,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk047,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk798,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl980,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqwbk724,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxyqxbj253,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk389,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk743,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj150,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj312,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj040,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj923,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxrqxbj918,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj448,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxuqwbj848,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj967,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj770,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj851,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj930,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj576,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxqzxbj997,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj985,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxwzxbj987,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj901,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbj261,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk105,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk844,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl904,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj301,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj116,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjwtqxbj971,2022-2023-2,2023-2024-1,1,single_fail,next_term_single_fail
pjxxzxkj995,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj588,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk273,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj599,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj279,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj544,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj400,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl987,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl906,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk039,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj348,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk516,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk491,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxzxkj990,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl812,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk950,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk335,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj998,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj916,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk992,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj998,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj120,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj522,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj541,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk442,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj897,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk228,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbk403,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk185,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk521,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj525,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj217,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl743,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj711,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk314,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk961,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj812,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj698,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk542,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk448,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk787,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj239,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk053,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj837,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk749,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj885,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj038,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj941,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj092,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj615,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk646,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj971,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj830,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj916,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj525,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj910,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj881,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk928,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj225,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxtztbj998,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl931,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbk011,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj044,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj948,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj407,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj031,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk584,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj933,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj639,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl713,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqwbk527,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj692,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbk090,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj500,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj876,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxyqxbk853,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk910,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk760,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl781,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj198,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk024,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj646,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj732,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk782,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl950,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj102,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj930,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj966,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj925,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj978,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj538,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxuqwbj473,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj767,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk895,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxxxxbj955,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj910,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj908,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj958,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj915,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj914,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxrqxbj983,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj392,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk048,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj440,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj121,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl709,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk668,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj403,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl807,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj515,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj517,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj024,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj347,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbj769,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj153,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk543,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk647,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk807,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk822,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl810,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl758,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj815,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk290,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj739,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj938,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk996,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk620,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk920,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxtztbj990,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl769,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxqzxbj980,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj537,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj912,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk954,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj321,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj068,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj301,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk375,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj604,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj930,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk509,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj916,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxqqxbj973,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj665,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk710,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj191,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj251,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj971,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj277,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj758,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk572,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk504,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbk715,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk140,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxyqwbj625,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxuqwbj552,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbl731,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl953,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj564,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj478,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj605,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj945,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj739,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj151,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj325,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj925,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj912,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk855,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk065,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk652,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqwbj455,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj169,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj422,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj946,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl708,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj724,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk923,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj681,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk454,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxrqxbj996,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxuqwbj622,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj877,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk294,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl982,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk731,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj035,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj958,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj380,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxxxxbj942,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj953,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj970,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj930,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj941,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxxxbj988,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl918,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk023,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk792,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl826,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk603,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj929,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj492,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxuqwbj898,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl714,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuzvbj996,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxuqwbj600,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj187,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj496,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj228,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk474,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxxzxkj983,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk182,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj655,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj421,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj888,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj637,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj687,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj927,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj419,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk070,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk551,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxyqwbj156,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxwzxbj986,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj485,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj490,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj197,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj084,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj673,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxyqxbl737,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj241,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj328,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk505,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk762,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk523,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj710,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj785,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj487,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk818,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj053,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj945,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj353,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj851,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxrqxbj963,2023-2024-1,2023-2024-2,1,overall_low,next_term_overall_low
pjxsqxbj932,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj867,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj981,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj863,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj483,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj699,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuzxbj987,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj751,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj748,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj479,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj446,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwtqxbj952,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwtqxbj918,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk606,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk159,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj643,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj850,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk534,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj939,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj192,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj628,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj772,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj964,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj994,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk201,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbk064,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj989,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk135,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxwxxbj908,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxwxxbj905,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxwxxbj981,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxwxxbj967,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbk261,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxyqxbl934,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj725,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk598,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj864,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj667,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj871,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl954,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl828,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl699,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj844,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj768,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl966,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk199,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj944,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj918,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj924,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj630,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj613,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj777,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj870,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj954,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj752,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj856,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj778,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj938,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj986,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj942,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj737,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj833,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk592,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj853,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk769,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj061,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk967,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj973,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj962,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxpqxbj946,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
pjxpqxbj915,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk627,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj750,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj082,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk765,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj904,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj064,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbk869,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj799,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk210,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk167,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj570,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbj182,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbk855,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqxbl759,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjwrqxbj949,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxuqwbj528,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxsqxbj831,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj886,2023-2024-1,2023-2024-2,0,normal,next_term_normal
pjxyqwbj397,2023-2024-1,2023-2024-2,1,single_fail,next_term_single_fail
